sequence_number,program_name,credential,school,catalogue_year,catalogue_identifier,program_identifier,source_url,canonical_url,acquisition_mode,output_filename,content_character_count,content_line_count,content_sha256,file_sha256,source_html_sha256,rendered_dom_sha256,classification_status,extraction_status,retrieved_at
278,Designing Products Minor,,,2026-2027,catoid=22,poid=32689,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32689&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32689,direct_html,278_designing_products_minor.txt,1964,35,a7d131e0c12221355b9f3e7f304b0fb3ca9fd91421cb319c6253dd40b238dd34,8082e7ee831d58e935012e84b568291575253e95b49aaa1e9e1394879ce41566,08c58c97f737bd9fa6aa068af737a822fb079cb81ac0cf57a231a8e2c92582f0,,included,complete,2026-07-31T01:01:36Z
279,Digital Forensics Minor,,,2026-2027,catoid=22,poid=32745,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32745&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32745,direct_html,279_digital_forensics_minor.txt,1158,29,a39b179d09ea55baedde2a06d08eba712aa74c8463614a21c6bd5046e7d0ebfb,f3b90b8dfabe2942105eeb915fee03edc21ca29849d571d3109fbdf5054da61b,05c5c2a0b111337ab9059791a7ab14137d9cc0fa55508a76ac159b540cb02f49,,included,complete,2026-07-31T01:01:39Z
280,Digital Studies Minor,,,2026-2027,catoid=22,poid=31680,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31680&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31680,direct_html,280_digital_studies_minor.txt,3907,87,2e6778649e6551e6b99a4ac7e6e414bc8f414594c3fc661db468a425d6f89960,69cbc8931bf7860a05125c4b2c00e2abae4401feb5ac4b94766a204594a776b1,d1b416ddbe1946d26996bc187fc3190677e76529d5529a72d3b2e40a69e3284b,,included,complete,2026-07-31T01:01:42Z
281,Directing Minor,,,2026-2027,catoid=22,poid=32916,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32916&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32916,direct_html,281_directing_minor.txt,1313,35,32b7e05c057358b2115de6e8b89d9eccdf4cdddfd79d5601c3282c42025f0144,27aeddc5e7481f2cfaae2d95ae162fc21ebdd5f576ec97a22dddcbb378f77947,6408dd4805b46ce58d01fa17245916dd14661a9fc3927de2a52d9d73b9a0df59,,included,complete,2026-07-31T01:01:44Z
282,Disruptive Innovation Minor,,,2026-2027,catoid=22,poid=32567,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32567&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32567,direct_html,282_disruptive_innovation_minor.txt,2385,43,00052ce488d2325ad3de92591e30105039b0ec412d71d7ee1c29feb51aadd988,1b548887efd53f02e070936576babf81651e1aac40b0924f7a89a8b08ea5060d,5eee84a7587eb3ccf665d177b704beffcec470332d53e7be4e691b7af3822a69,,included,complete,2026-07-31T01:01:47Z
283,Documentary Minor,,,2026-2027,catoid=22,poid=32535,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32535&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32535,direct_html,283_documentary_minor.txt,1043,29,5ced58ae78057b84149f14b2db51c5de34fc22b159f82bf1266438e5f4467230,5f6cb79842e2446ff398988829d59ee9618c7b66b3606f187f9367d7ed3c4a7d,ce1e16623e1688b505c64ff2ba40ce7868e8b66d91ae0aff0bfec0fd4b965506,,included,complete,2026-07-31T01:01:49Z
284,Drawing Minor,,,2026-2027,catoid=22,poid=31576,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31576&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31576,direct_html,284_drawing_minor.txt,1445,29,a0b946f1f02f198b44b677a8ce48ecbaf30b73619c3b5f85bea7dd0abf87a160,e287268c6fe6899fbb882cf02761d6ef930e3a77bbb3efccf17659ae91d59832,4ca54733e59c1063cbea578831751bcd42141bb730619c58dca1f00e65da390f,,included,complete,2026-07-31T01:01:50Z
285,Dynamics in Workplace Communication Minor,,USC Marshall School of Business,2026-2027,catoid=22,poid=32583,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32583&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32583,direct_html,285_dynamics_in_workplace_communication_minor.txt,2411,48,68e04708492c2b3871f8fe7b25a0f66a4b9e9dff7c68d00f10873cb5f9046374,cd6d27429a65001563005d3ff286902d168be08734f691eecbcb3285338717a6,bf3654bc7d5852799cabe7fda3648bb027149bb8d784ccb561b3bf28c5f0b4cd,,included,complete,2026-07-31T01:01:52Z
287,East Asian Area Studies Minor,,,2026-2027,catoid=22,poid=31766,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31766&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31766,direct_html,287_east_asian_area_studies_minor.txt,738,9,eb4c733f3f2544e581779d6a716fccc5d44812edf35f0509067ba3226830f4e3,6ab354a75b7dcaa0ae3dcaa62fc964bb293d5c8bf21d1be9c88f24b235c703b6,7b6c3b2dcd28a5be1a944bf7cfedc1d04b7fbbde7b623c6b7c9979188833d690,,included,complete,2026-07-31T01:01:55Z
288,East Asian Languages and Cultures Minor,,,2026-2027,catoid=22,poid=31772,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31772&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31772,direct_html,288_east_asian_languages_and_cultures_minor.txt,5117,91,fc144d624e8381114836e1349490464034e328962a9814f939c43d78fef8dcc3,df5fbd8c6afa6bdd3792cfa1beccb5f46f01b55f9d853481c6127cbe0d380b94,9c9fcb8d1f5b8545343883e9fc85bca5e22e211d8cc0d9925964aca13212d1f8,,included,complete,2026-07-31T01:01:57Z
289,Economics Minor,,,2026-2027,catoid=22,poid=31780,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31780&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31780,direct_html,289_economics_minor.txt,1630,21,c22e32bbdfe8125f00053dd7c6174a86b041053d729bccd4716a01d22890d078,fcf5d65a27dcc813fc04b0739051fc89fe31aee90c6e8707e94908f0b219e01f,d442bc4fc8233a432747e4075d507d11538ca9e5617bf2c0a98dd8a0f7cf92ef,,included,complete,2026-07-31T01:02:00Z
290,Education and Society Minor,,,2026-2027,catoid=22,poid=32014,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32014&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32014,direct_html,290_education_and_society_minor.txt,1198,17,313545298abc6ce4d26c47f5d2baf687b1b7f5a27b8c29cd9fd138c7d739e488,6d59ded33769a5d03b969f002705b33658b8d5ded7269261d6e3900367087b9c,cc0531ca7297d6db71bdfe2b83290440ca50ad0cc09d29d93e80f06dbb4ed413,,included,complete,2026-07-31T01:02:02Z
291,Education Policy Minor,,,2026-2027,catoid=22,poid=32641,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32641&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32641,direct_html,291_education_policy_minor.txt,1386,26,aa3d717f6bdf7129ce490fa36b247d600aa6107e3ec628c6d317032c169296ae,5b210d92bad735f39230e51b69eaa5c453ded8fe9d43132df6e4aa61431f1a93,3f5e64fe8b144a5402255b9e8c76ad1a3bacdfcbbfaec9d617fc6b7f7303111a,,included,complete,2026-07-31T01:02:04Z
292,Engineering Innovation for Global Challenges Minor,,,2026-2027,catoid=22,poid=32744,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32744&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32744,direct_html,292_engineering_innovation_for_global_challenges_minor.txt,2341,23,d75fb707978bb49abfe632ab85f50649930868752cbfbf61bb385edb66b8a727,80313c7ffaefe2458037b18c0b7065bd013c74493989e1a76cd41ad5e209939f,b9e92f939806150d2c0fb7961dd9eab17a5417e90e7f1bc7d1e744638d589c40,,included,complete,2026-07-31T01:02:06Z
293,Engineering Management Minor,,,2026-2027,catoid=22,poid=32115,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32115&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32115,direct_html,293_engineering_management_minor.txt,2243,48,3909dde5a30e67f633ed18629ae381f7e9ca7e50a8625b39d9ac021200afd34c,fab54da3a203b43c60659193776a60cb3fb006672ef5195724707d4fbcb8b11b,2cd4220795a85432ecd660618a116cd245caa95af51c65492158eaffe86aff11,,included,complete,2026-07-31T01:02:08Z
294,English Minor,,,2026-2027,catoid=22,poid=31789,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31789&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31789,direct_html,294_english_minor.txt,505,7,764ce7f40cb9665fbf479c979d57cfec43f4b365f966e4cfac22f2a77a9d30b2,94ec104fba73d81bc8a99aa1aa48aeb17a0e80c5d37d5148d142c41373a4dc01,b90125221f4b471e67b0de57a4ac092684effdb1683dedaafc20b482d1dceb63,,included,complete,2026-07-31T01:02:11Z
295,Entertainment Industry Minor,,,2026-2027,catoid=22,poid=31681,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31681&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31681,direct_html,295_entertainment_industry_minor.txt,3460,83,4891d34ae9e9c145ff6834ff6d3a816ee6058b472b5445cfe4415e6ab7b117a1,32449b2c95f8cb081c7d20bb6ab5cb153d1ca84880c042d6f6d7f6cd31a553d0,759d588ca2c12c8c54e87874abf8e66f3256e2bbc62af67649198cc6d126b785,,included,complete,2026-07-31T01:02:13Z
296,Entertainment Law Minor,,,2026-2027,catoid=22,poid=32879,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32879&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32879,direct_html,296_entertainment_law_minor.txt,2288,54,b950ab7284ac4da6c94c9f3c515011692649f1c26fbcec77e740855cec36574a,ac553923f736807413a004081cea08ab799912bc562be4473d23f9b7959936a5,f6408571374518e44ae73c8b1eebd97181ed58d0d8828e889e4b34fe0d6e5273,,included,complete,2026-07-31T01:02:15Z
297,Entrepreneurship Minor,,USC Marshall School of Business,2026-2027,catoid=22,poid=31603,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31603&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31603,direct_html,297_entrepreneurship_minor.txt,1931,50,6e9e53f3d087ab6a4016c61c193b2d7b27cdb5adfc4edde84bccaad9be2e132e,1d635c707f299de867c5604be068146d82b34a15742603a7b49b61db0c3974b6,0e15067c225f46283cf20a42cedd756d9c328a3a9698163a668bfc792c8e8c5d,,included,complete,2026-07-31T01:02:17Z
298,Environmental Chemistry and Sustainability Minor,,,2026-2027,catoid=22,poid=31741,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31741&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31741,direct_html,298_environmental_chemistry_and_sustainability_minor.txt,1256,43,84f11132dcfd6b39fbd90a211ae01c35ba2f871b0c4770a13fc0fa4c76996c77,b0d48f46c36ae8a3fe0b87ac98124590b658c09f05f651c96230fe73b5739ff3,54d0d3f3297bce981d305972a92764deb72d4664bdcae31fc28533e0255341ea,,included,complete,2026-07-31T01:02:20Z
299,Environmental Health Minor,,,2026-2027,catoid=22,poid=32213,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32213&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32213,direct_html,299_environmental_health_minor.txt,893,23,30408f4dac1fa1498407bdf7b7cd676c1692a518136d9e05c0297384e6fdebda,e61a84330fa52224dcd840dbdcb1b33aba86ec50e67751a00f36f82ab2361af6,49d2319bdd77f78ea8c354981c8b25a4977f3a46ed44daf79737eb10c59ba575,,included,complete,2026-07-31T01:02:22Z
300,Environmental Studies Minor,,,2026-2027,catoid=22,poid=31807,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31807&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31807,direct_html,300_environmental_studies_minor.txt,607,29,27f8d609497191e776a873ca61f1a09c81bcb2020835c7387e9ca74090c60266,62bb69c164f2351fe7808284d679a3315c8353decbc39cbadb5547fe873b3f61,b4598908e7cce64739feea3314076c11de89650497d8388143afa43f1f12d3cf,,included,complete,2026-07-31T01:02:24Z
301,Evolutionary Health and Medicine Minor,,,2026-2027,catoid=22,poid=32950,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32950&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32950,direct_html,301_evolutionary_health_and_medicine_minor.txt,1063,27,29c1de824dedc6fc0099f84aa6c95a1913a90fca11f439a7a95bec4ea26bcb9e,a33e1a5b5f4e9fecf7bacb310526dcfd02f795537c7672e3df766fef23bcd486,0a9e587d200dea00539234be99d929c3d7864a22f9398a157ae470cd52d49033,,included,complete,2026-07-31T01:02:26Z
302,Extended Reality Design and Development Minor,,,2026-2027,catoid=22,poid=32828,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32828&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32828,direct_html,302_extended_reality_design_and_development_minor.txt,2782,41,8b37a69d9d69c7d0bc3bc4d4e22a5e2cec554ee3d36d714616ae9bade45b6002,58a464e159022aca20a4354a24a28181962058bc42536d1262095979d74ba445,2dfabdf68d6ddbafbb31e6459cbaeb4485fa27ef4df4ff5dab303eae58c18731,,included,complete,2026-07-31T01:02:29Z
303,Fashion Minor,,,2026-2027,catoid=22,poid=32829,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32829&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32829,direct_html,303_fashion_minor.txt,3858,69,6dc05a80dbe4c616c0d537847fb8c594212fcbe1cc454491403ba4c14373e4ce,4bd325f7a4658febe62f208e62386a4ecbd418e45a2f7ccffa413f85f6542140,ca4b9f6a6829b8a7f49531b18d9f17d7625fe9f4a7bc2313d7f9d8b0eb6c32e5,,included,complete,2026-07-31T01:02:31Z
304,Folklore and Popular Culture Minor,,,2026-2027,catoid=22,poid=31703,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31703&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31703,direct_html,304_folklore_and_popular_culture_minor.txt,3909,69,487133c04107e6e2c18abfe304206bea73f26db8843784effef7b2b3cc374397,99b3053e208b26e76f8b2d65690629fdf7b2cf300ca76937f931ffdf11185a22,ace1f256ed8d411ccd0401d9a2973d0ab5c5e18556681a19dd89623f478e6fe8,,included,complete,2026-07-31T01:02:33Z
305,Food and Society Minor,,,2026-2027,catoid=22,poid=32609,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32609&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32609,direct_html,305_food_and_society_minor.txt,2577,64,8e5f5999478d8772e4f7a6db25ef48ea1b62ea071bf454362f2b298cba7e1a7f,b8a34c4c0ee2ab756c25d6b7a5e54e739d3010ef0689bd9566839cac5eb05623,f4a9ac59c5dce0a2055acd79de7ee14277e35cd14da3d4664ef61761cb86acbe,,included,complete,2026-07-31T01:02:35Z
306,Food Journalism and Public Relations Minor,,,2026-2027,catoid=22,poid=32742,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32742&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32742,direct_html,306_food_journalism_and_public_relations_minor.txt,1605,34,51631470a2a94154151cba41323a42b9e68f94bed3d6eb8f5fd16145ff520c19,b44caaa573be0e7ae19a2b3a143c915e5a53b7d0fcc3c8fa09c533601f69fe3d,1d60715e0f46fa5010c7ef1c0c14cd5de4d53e81234c0054d2c5d0ac9fab45c5,,included,complete,2026-07-31T01:02:38Z
307,Forensics and Criminality Minor,,,2026-2027,catoid=22,poid=31931,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31931&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31931,direct_html,307_forensics_and_criminality_minor.txt,3638,95,f3a16bfd961e607c1d8319158901b4edfee7f064511635e075273638c1e5f4ef,88da6058c946a7ea5b6216ec6367d49ac7f6dc3b3b45da3992f925c14f594250,d569d6949f49a34823fb776b99b271fd6c1adb40c882eaf81a8d87d092122ecd,,included,complete,2026-07-31T01:02:41Z
308,Foundation in Regulatory Sciences Minor,,,2026-2027,catoid=22,poid=32642,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32642&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32642,direct_html,308_foundation_in_regulatory_sciences_minor.txt,3065,51,97f7731e4e275b4b977841686695b3b52f7f705852e898f9bb283a344e6e63bb,82ec288212b38101a504589029ff0d0ee01096269593087c8457b02a9b971ec4,cdbeadbb1334ccd88869e481fb8918d9e02792f70b799bd232372db50d180ac8,,included,complete,2026-07-31T01:02:43Z
309,Foundations of Data Science Minor,,,2026-2027,catoid=22,poid=32613,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32613&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32613,direct_html,309_foundations_of_data_science_minor.txt,1503,50,9e6c713a5f786cbc473cea78ca00078027613fb324031049151e1bb49aeeef99,483eb09b6408c38a1603228f2328f87ce43261185ed3acb5ee08fa8e963ceebf,978fca6156d316af85b2b56a3920d3c8cb3fb16d557137ecdd6b9c2feca03856,,included,complete,2026-07-31T01:02:46Z
310,French Minor,,,2026-2027,catoid=22,poid=31811,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31811&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31811,direct_html,310_french_minor.txt,2631,67,6681368b2d2a5182b385dd3ffa6e3bdcc5ee218f9cfe4e92a767611e3735b39f,d028ad8bd6ef7248b71b99a20c59d35b96e29e36db9e5489d79b8a6e313700f1,ae7c72189a8b8360ad6894c777b1b1707254da3f7792efd6b4d7cb3216ca1a8d,,included,complete,2026-07-31T01:02:49Z
311,Future Cinema Minor,,,2026-2027,catoid=22,poid=32480,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32480&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32480,direct_html,311_future_cinema_minor.txt,2964,66,621e2c44ac55343e7a78973bf5b1ecf4254fd0f578f3c062aecd563948794723,092e00068378c0b965c57d78282a295d3126861f55ee7f153bca273496aafe34,3eb7ea63abd90db0c34a9caa8b91f6d0936edde013816b5d5d2508d8a298aa71,,included,complete,2026-07-31T01:02:52Z
312,Game Audio Minor,,,2026-2027,catoid=22,poid=31683,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31683&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31683,direct_html,312_game_audio_minor.txt,2347,56,16cff222fea6f128b975b7487be75900e727072a2123debe86ac2edbd5e3b277,d1d97f43eeb2b53dc30a1956d88a9b5a27481123fe08cb3b53ce2d5e4b6a148c,1c1a2f0d8e0885653d9a2af2c06c8560aa8472cd45b05499b87ed73f50d50e06,,included,complete,2026-07-31T01:02:54Z
313,Game Design Minor,,,2026-2027,catoid=22,poid=31684,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31684&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31684,direct_html,313_game_design_minor.txt,1958,53,1f1058c1bdcb0ba46b03a4a6cd5ea8ba05ba0e93fc0d86bc8393fe412403d6bb,2641c73f70429c0680c7ebb9c2a875e0d1192a2b2ad3b73f8c6ed67d29622934,2cbf1f03aa31eb62330836a9b3c4155b76fa415530a7290040fba499cc041db5,,included,complete,2026-07-31T01:02:57Z
314,Game Entrepreneurism Minor,,,2026-2027,catoid=22,poid=31685,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31685&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31685,direct_html,314_game_entrepreneurism_minor.txt,2022,46,3f4b3d5aab4bdf18e04a8e76c4d6e4a2e3e4b460d26966c2a5ba6dc1c1600447,016b9e368b6b54efe66cc5d50bf33cd64aba0ba6b8b868d9980cf731781f090a,a7e36808787790eac67c30440c5b3d66873f5cfeaceee2aa172f6501da95e20c,,included,complete,2026-07-31T01:03:00Z
315,Game Studies Minor,,,2026-2027,catoid=22,poid=31686,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31686&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31686,direct_html,315_game_studies_minor.txt,2610,63,b7fadacaa027722d2da825e7e804d7c7f18e825763d09c18c149f579fd158bcf,fe6098a2ba5d4926c38ca9d20385c05f753b9db292323adaf89330bc1f98c1fc,667df2b97cd55e23eee365b8a76873f9f4ae2df29a16442bc5fbda9c40275afe,,included,complete,2026-07-31T01:03:02Z
316,Game User Research Minor,,,2026-2027,catoid=22,poid=31687,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31687&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31687,direct_html,316_game_user_research_minor.txt,2747,55,40fc3ea6081db85b2159120909cad5f4023dfb33f0bba389f6b7b98caeb5b5c8,9253f33c47784a71b4ac8ea0c3e382b9fdc5a55dabc063891cd81a449e9c8ee8,82b229e3101121678280ec11d7a811e7c18ecda7980e241c5db0dfad772f9a29,,included,complete,2026-07-31T01:03:04Z
317,Gender and Sexuality Studies Minor,,,2026-2027,catoid=22,poid=32602,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32602&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32602,direct_html,317_gender_and_sexuality_studies_minor.txt,1625,26,655b1913dc93a8fae77ee88be8b40542aabd1bf7c5c01b0fe1998316ef014ad2,abc7474e7c50f1221d510230a8107c60d1033f0296a98fecbe637712679b133b,d7546cea3c4d89214d5b0166864e20d4df0e8b66ae378a41ee2214becf201e73,,included,complete,2026-07-31T01:03:06Z
318,Gender and Social Justice Minor,,,2026-2027,catoid=22,poid=32423,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32423&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32423,browser_rendered_dom,318_gender_and_social_justice_minor.txt,1472,42,86bad1bed9448d243d16237613a3680be745441a84795f5d03aff6d25e3eab03,d293f64539a49a4e99eb26253bd91bf83ab729ea54b5b091a176269ad3e0667b,b2450fe7d8b1aebd2afd82fa12612973664eed74bf0e8198815ee9214bc57701,9406e6e54cca40808bb5979e1767ee62dc1b8bd88356f2963f8a1c83ec614fcf,included,complete,2026-08-14T02:18:22Z
